student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_0218,Female,16-18,SS2,Boarding,No,Lower-Middle,Guardian/Relative,BSc/HND,Very High,Always,Poor,2,No,Good,No,Moderate,35.3,180,Private Car,Moderate,Partial,2,No,Very High,4.1,Good,High,Moderate,Good,Neutral,69.7,Very Low,1 Activity,Rarely,Always,Reading/Writing,46.8,65.6,45.5,39.0,49.2,44.1,65.2,47.3,45.8,50.6,Stable,1-2hrs,50-70%,Always,Social Studies,Poor,No,0,Poor,60.3,8.0,Low confidence in science subjects,Recognition and rewards for academic improvement,Fail,Medium,Low,0,-1.4,Fair (65-75%),Below Avg (50-59),1,45.31,40.0,78.25,42.24,43.86,25.98,58.91,51.13,48.58,0,2,1
STU_0219,Female,13-15,JSS3,Day Student,No,Lower-Middle,Single Parent,OND/NCE,High,Sometimes,Very Poor,2,No,Good,Yes,Very Unreliable,3.7,26,Walking,Low,Paid,1,No,Low,8.2,Concerning,Moderate,Moderate,Poor,Neutral,63.3,High,1 Activity,Monthly,Always,Kinesthetic,43.3,45.3,32.5,42.5,40.9,50.2,34.0,27.0,39.0,37.6,Stable,1-2hrs,50-70%,Sometimes,Science,Good,No,3,,0.0,0.0,Difficulty understanding some teachers,Transport support for distant students,Fail,Medium,Low,1,3.3,Low (50-65%),Poor (40-49),0,46.14,67.5,47.75,60.42,53.73,36.8,0.0,43.6,22.67,0,2,1
STU_0220,Female,10-12,JSS2,Day Student,No,Low,Both Parents,Primary,Moderate,Sometimes,Very Poor,0,No,No Access,Yes,Moderate,0.5,5,Walking,High,Outstanding,1,Yes,Low,8.9,Concerning,High,High,Good,Very Satisfied,71.5,Very High,2 Activities,Never,Never,Auditory,19.0,28.6,32.6,21.4,25.4,10.0,33.8,21.1,20.0,21.2,Stable,3-4hrs,50-70%,Often,Mathematics,Poor,No,1,,0.0,0.0,Family responsibilities reduce study time,Peer mentorship and study groups,Fail,Critical,Medium,1,4.2,Fair (65-75%),Failing (<40),0,49.43,50.0,33.0,47.5,63.23,31.14,0.0,54.39,52.82,0,4,2
STU_0221,Female,10-12,JSS1,Day Student,No,Lower-Middle,Guardian/Relative,BSc/HND,High,Never,Very Poor,2,No,Fair,Yes,Moderate,2.1,21,Motorcycle,High,Outstanding,2,Yes,Moderate,6.8,Good,Very High,Moderate,Fair,Neutral,62.0,Moderate,1 Activity,Weekly,Never,Mixed,53.4,52.5,49.4,57.4,53.2,49.1,44.3,50.9,52.7,49.2,Stable,<1hr,71-90%,Always,Science,Fair,No,0,,0.0,0.0,Peer pressure and social distractions,Access to more textbooks and materials,Pass,Medium,High,1,4.0,Low (50-65%),Below Avg (50-59),0,47.45,40.0,38.25,67.46,57.64,28.07,0.0,53.26,65.7,1,2,3
STU_0222,Female,16-18,SS2,Boarding,No,Middle,Both Parents,Primary,Low,Often,Excellent,2,No,Very Poor,Yes,Moderate,2.1,14,Motorcycle,Low,Paid,2,No,Very High,4.7,Concerning,Very High,Very High,Excellent,Satisfied,77.4,Moderate,No Activity,Monthly,Often,Kinesthetic,65.2,68.6,60.9,70.9,66.4,62.4,64.6,71.1,72.8,67.7,Stable,1-2hrs,71-90%,Always,Science,Good,No,1,Good,69.0,8.0,Noisy home environment disrupts studying,Reduction in homework load,Pass,Medium,Low,0,-1.3,Good (75-85%),Average (60-69),1,59.92,51.25,55.5,57.96,40.98,31.02,76.83,42.19,22.65,1,2,1
STU_0223,Male,13-15,SS2,Day Student,No,Middle,Single Parent,OND/NCE,Moderate,Rarely,Poor,3,No,Poor,No,Very Unreliable,15.8,97,Boarding,Moderate,Outstanding,3,No,Moderate,5.9,Good,Very High,Very Low,Good,Dissatisfied,59.8,Moderate,2 Activities,Weekly,Sometimes,Reading/Writing,21.4,32.4,23.4,36.8,28.5,17.6,29.2,25.6,39.1,27.9,Stable,>4hrs,Below 50%,Rarely,Mathematics,Good,Yes,3,Fair,23.6,8.0,Financial pressure from school fees,Better internet access within school,Fail,High,Medium,1,0.6,Low (50-65%),Failing (<40),1,39.59,55.0,39.0,26.83,48.21,35.75,49.4,57.68,51.05,0,3,2
STU_0224,Male,13-15,SS2,Day Student,No,Lower-Middle,Single Parent,Secondary,Low,Sometimes,Excellent,5,No,Good,No,Unreliable,1.6,5,Motorcycle,Very High,Partial,2,No,Moderate,6.0,Good,Moderate,Moderate,Excellent,Neutral,80.4,Moderate,1 Activity,Weekly,Often,Visual,59.8,41.9,61.1,41.0,50.9,60.0,41.7,62.3,42.2,51.6,Stable,1-2hrs,Above 90%,Often,Social Studies,Good,Yes,1,Poor,60.9,9.0,Long distance to school is exhausting,Reduction in homework load,Pass,Medium,Medium,0,-0.7,Good (75-85%),Below Avg (50-59),1,69.91,58.75,52.25,47.38,64.93,29.25,61.4,51.41,50.9,1,2,2
STU_0225,Male,10-12,JSS3,Boarding,Yes,Lower-Middle,Both Parents,BSc/HND,Very High,Always,Excellent,1,No,Fair,Yes,Moderate,0.8,5,Walking,Moderate,Outstanding,3,No,Moderate,5.9,Good,High,Very High,Good,Dissatisfied,73.5,High,1 Activity,Rarely,Often,Visual,74.6,81.4,62.0,75.0,73.2,75.7,82.1,52.7,70.4,70.2,Stable,>4hrs,71-90%,Always,Science,Good,No,2,,0.0,0.0,Peer pressure and social distractions,Access to more textbooks and materials,Pass,Low,Low,1,3.0,Fair (65-75%),Good (70-79),0,69.33,53.75,97.0,67.9,70.21,35.68,0.0,32.12,43.62,1,1,1
STU_0226,Male,13-15,SS1,Boarding,No,Low,Single Parent,Postgraduate,Moderate,Sometimes,Fair,2,No,Fair,No,Very Unreliable,0.5,5,Walking,Very High,Outstanding,3,Yes,Low,7.3,Concerning,Low,Moderate,Good,Very Satisfied,69.7,Moderate,2 Activities,Rarely,Often,Kinesthetic,39.0,54.7,48.3,45.8,47.0,40.6,59.5,52.7,54.0,51.7,Stable,1-2hrs,71-90%,Often,Mathematics,Very Poor,No,1,Fair,42.7,8.0,Financial burden of buying data for online research,More frequent parent-teacher engagement,Fail,High,Medium,0,-4.7,Fair (65-75%),Poor (40-49),1,59.21,58.75,57.5,33.0,58.8,27.7,57.99,57.5,64.27,0,3,2
STU_0227,Female,10-12,JSS3,Day Student,Yes,Lower-Middle,Both Parents,OND/NCE,Moderate,Often,Very Poor,2,No,No Access,No,Moderate,12.7,70,Motorcycle,Very High,Outstanding,2,No,Very Low,6.7,Good,High,High,Good,Dissatisfied,63.1,High,No Activity,Weekly,Rarely,Visual,50.0,42.6,38.8,60.5,48.0,56.2,40.4,34.9,57.0,47.1,Stable,1-2hrs,Above 90%,Often,Science,Fair,No,1,,0.0,0.0,Stress from upcoming WAEC examination,Reduction in homework load,Fail,Critical,High,1,0.9,Low (50-65%),Poor (40-49),0,64.57,46.25,45.25,25.88,79.43,31.87,0.0,52.88,55.22,0,4,3
STU_0228,Male,10-12,JSS2,Boarding,No,Low,Both Parents,BSc/HND,Moderate,Sometimes,Very Poor,2,No,Poor,No,Very Unreliable,7.2,46,Motorcycle,Moderate,Partial,2,No,Moderate,7.3,Good,Moderate,Low,Good,Neutral,64.4,Moderate,3+ Activities,Never,Never,Auditory,33.8,43.8,50.5,50.2,44.6,38.9,35.3,45.1,53.5,43.2,Stable,1-2hrs,Above 90%,Often,Mathematics,Excellent,No,2,,0.0,0.0,Stress from upcoming WAEC examination,Financial aid or scholarship support,Fail,Medium,Low,1,1.4,Low (50-65%),Poor (40-49),0,63.71,35.0,42.0,24.74,60.21,33.06,0.0,47.42,36.9,0,2,1
STU_0229,Female,13-15,JSS3,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Very High,Never,Fair,4,No,Good,Yes,Unreliable,1.3,12,Walking,No Stress,Paid,3,No,High,6.2,Fair,Moderate,Moderate,Poor,Dissatisfied,62.8,High,No Activity,Never,Always,Visual,66.3,69.1,63.2,66.6,66.3,55.8,76.7,69.4,71.3,68.3,Stable,1-2hrs,Above 90%,Often,Science,Good,Yes,3,,0.0,0.0,Lack of past question papers,Flexible tuition payment plans,Pass,Low,Low,0,-2.0,Low (50-65%),Average (60-69),0,70.9,50.0,59.5,72.48,44.27,36.74,0.0,52.29,44.8,1,1,1
STU_0230,Female,10-12,JSS1,Day Student,No,Lower-Middle,Single Parent,OND/NCE,Moderate,Often,Fair,2,No,Very Poor,Yes,Reliable,3.4,22,Motorcycle,Moderate,Paid,1,No,Low,8.0,Good,Very High,Very Low,Fair,Very Satisfied,61.9,Very Low,No Activity,Never,Sometimes,Visual,35.3,45.1,41.2,36.9,39.6,36.3,42.3,32.7,26.6,34.5,Improving,<1hr,Below 50%,Often,Mathematics,Fair,No,1,,0.0,0.0,Peer pressure and social distractions,Better equipped computer laboratory,Fail,High,Low,1,5.1,Low (50-65%),Poor (40-49),0,37.34,22.5,57.75,61.27,56.46,49.0,0.0,49.94,30.02,0,3,1
STU_0231,Female,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,Postgraduate,High,Never,Fair,0,No,Poor,Yes,Moderate,16.3,93,School Bus,High,Partial,3,No,Very Low,6.7,Fair,High,Low,Fair,Satisfied,65.0,Very Low,2 Activities,Rarely,Always,Auditory,38.1,59.1,41.8,48.8,47.0,33.8,57.8,40.3,50.8,45.7,Stable,1-2hrs,71-90%,Always,Mathematics,Fair,Yes,3,,0.0,0.0,Financial burden of buying data for online research,Transport support for distant students,Fail,Medium,Low,1,1.3,Low (50-65%),Poor (40-49),0,50.03,47.5,53.75,56.66,59.6,36.02,0.0,51.85,38.75,0,2,1
STU_0232,Male,10-12,JSS1,Boarding,Yes,Lower-Middle,Both Parents,Postgraduate,Very High,Often,Fair,3,No,No Access,Yes,Moderate,3.6,23,Bus/Danfo,Low,Paid,2,No,Moderate,7.1,Good,Very High,High,Good,Very Satisfied,60.6,Moderate,1 Activity,Never,Sometimes,Mixed,47.3,55.2,56.7,64.9,56.0,53.0,48.2,48.7,72.4,55.6,Stable,<1hr,Above 90%,Always,Mathematics,Good,No,4,,0.0,0.0,Noisy home environment disrupts studying,More teacher support outside class hours,Pass,Medium,Low,1,0.4,Low (50-65%),Below Avg (50-59),0,54.75,42.5,81.25,48.95,65.79,40.67,0.0,36.14,21.85,1,2,1
STU_0233,Female,16-18,SS2,Boarding,No,Low,Single Parent,BSc/HND,Moderate,Never,Excellent,4,Yes,Fair,No,Reliable,1.9,5,Motorcycle,Moderate,Paid,3,No,High,4.2,Good,Moderate,High,Good,Very Dissatisfied,81.7,Low,2 Activities,Weekly,Sometimes,Kinesthetic,54.5,55.9,69.4,62.9,60.7,63.6,49.8,67.3,62.8,60.9,Stable,1-2hrs,71-90%,Sometimes,Mathematics,Poor,No,4,Good,70.4,9.0,Working part-time limits study time,Online learning platform and e-library,Pass,Low,Low,0,-0.2,Good (75-85%),Average (60-69),1,64.34,45.0,54.5,51.28,57.32,40.44,79.68,43.25,30.07,1,1,1
STU_0234,Male,10-12,JSS2,Day Student,No,Middle,Both Parents,OND/NCE,Moderate,Often,Fair,3,No,Excellent,No,Moderate,3.6,28,Walking,Low,Paid,3,No,High,4.3,Fair,Low,Very High,Good,Dissatisfied,73.3,Moderate,1 Activity,Monthly,Often,Kinesthetic,61.1,88.9,58.9,76.1,71.2,67.0,99.0,43.6,81.5,72.8,Stable,1-2hrs,71-90%,Often,Science,Excellent,No,0,,0.0,0.0,Stress from upcoming WAEC examination,Peer mentorship and study groups,Pass,Low,Low,0,-1.6,Fair (65-75%),Good (70-79),0,68.58,51.25,57.75,61.45,57.2,27.9,0.0,34.86,21.18,1,1,1
STU_0235,Male,13-15,SS1,Day Student,No,Low,Both Parents,OND/NCE,High,Rarely,Fair,3,Yes,Good,No,Moderate,16.2,90,Bus/Danfo,Moderate,Paid,2,No,Moderate,6.2,Fair,Very High,Moderate,Excellent,Neutral,57.9,Moderate,1 Activity,Rarely,Rarely,Kinesthetic,44.5,43.4,30.1,46.6,41.2,57.8,33.8,33.9,42.5,42.0,Stable,<1hr,71-90%,Often,Science,Poor,Yes,0,Poor,42.4,7.0,Low confidence in science subjects,Consistent electricity supply for night reading,Fail,Medium,Low,0,-0.8,Low (50-65%),Poor (40-49),1,50.23,36.25,54.0,46.2,54.02,26.21,48.64,49.02,29.52,0,2,1
STU_0236,Female,10-12,JSS1,Day Student,No,Low,Both Parents,Secondary,Very High,Sometimes,Good,1,No,Excellent,No,Very Reliable,7.2,37,Private Car,High,Outstanding,1,No,Low,7.6,Concerning,Moderate,Moderate,Good,Satisfied,66.1,Low,No Activity,Monthly,Sometimes,Visual,48.7,66.3,59.8,61.0,59.0,54.0,57.7,62.5,67.3,60.4,Stable,<1hr,50-70%,Often,Science,Fair,No,4,,0.0,0.0,Difficulty understanding some teachers,Extra tutoring in mathematics and science,Pass,Medium,Medium,0,-1.4,Fair (65-75%),Below Avg (50-59),0,51.84,37.5,72.25,67.74,57.44,37.98,0.0,48.56,49.98,1,2,2
STU_0237,Male,13-15,SS2,Boarding,No,Middle,Both Parents,OND/NCE,High,Sometimes,Very Poor,1,No,Good,Yes,Moderate,4.9,29,Bus/Danfo,High,Paid,3,No,Moderate,6.2,Fair,Very High,High,Fair,Neutral,82.6,Very Low,2 Activities,Never,Always,Mixed,69.0,78.7,75.2,88.0,77.7,76.0,75.5,90.4,81.2,80.8,Stable,3-4hrs,71-90%,Always,English,Good,No,2,Good,58.6,8.0,Peer pressure and social distractions,Safe and quiet study environment at school,Pass,Low,Low,0,-3.1,Good (75-85%),Good (70-79),1,69.18,40.0,47.75,75.01,54.02,31.32,72.15,45.71,30.35,1,1,1
STU_0238,Male,13-15,SS1,Boarding,Yes,Lower-Middle,Both Parents,OND/NCE,Low,Sometimes,Poor,2,No,Good,No,Moderate,6.9,42,Bus/Danfo,Moderate,Paid,2,No,Moderate,5.8,Poor,High,Low,Very Poor,Satisfied,68.9,High,No Activity,Weekly,Rarely,Auditory,50.9,49.6,39.1,43.7,45.8,45.3,51.8,40.8,43.6,45.4,Stable,<1hr,50-70%,Often,Science,Good,No,0,Good,51.7,8.0,Lack of past question papers,Extra tutoring in mathematics and science,Fail,High,Low,1,0.4,Fair (65-75%),Poor (40-49),1,47.92,51.25,36.5,51.84,25.5,28.67,69.04,57.86,26.78,0,3,1
STU_0239,Female,10-12,JSS2,Day Student,No,Middle,Both Parents,Postgraduate,Very High,Rarely,Very Poor,2,No,Fair,Yes,Unreliable,4.8,28,Walking,Low,Paid,3,No,Moderate,5.7,Good,Very High,High,Fair,Dissatisfied,65.0,Very Low,3+ Activities,Monthly,Rarely,Visual,55.5,63.3,50.1,70.4,59.8,55.3,56.5,43.8,77.8,58.4,Stable,1-2hrs,Above 90%,Always,Science,Fair,No,2,,0.0,0.0,Lack of past question papers,Reduction in homework load,Pass,Low,Low,1,1.4,Low (50-65%),Average (60-69),0,61.18,33.75,56.25,62.8,60.29,33.06,0.0,36.28,20.75,1,1,1
STU_0240,Male,10-12,JSS3,Boarding,No,Middle,Orphan/Ward,Postgraduate,Moderate,Sometimes,Very Poor,5,No,Fair,No,Reliable,14.6,82,Motorcycle,Moderate,Paid,1,No,Low,8.6,Fair,High,Moderate,Very Poor,Satisfied,82.7,Very High,1 Activity,Never,Sometimes,Auditory,49.3,48.1,60.5,54.9,53.2,54.1,37.1,67.4,62.0,55.2,Stable,<1hr,Below 50%,Rarely,English,Poor,No,3,,0.0,0.0,Transport challenges cause lateness,Better equipped computer laboratory,Pass,Low,Low,0,-2.0,Good (75-85%),Below Avg (50-59),0,41.96,55.0,45.0,51.99,57.42,34.74,0.0,50.8,32.83,1,1,1
STU_0241,Female,13-15,SS1,Boarding,No,Lower-Middle,Single Parent,OND/NCE,High,Rarely,Fair,3,Yes,Poor,No,Unreliable,12.5,80,Motorcycle,Moderate,Partial,2,No,Moderate,6.2,Fair,High,Very High,Fair,Neutral,74.5,Very Low,1 Activity,Rarely,Often,Reading/Writing,46.2,59.7,48.5,63.9,54.6,48.2,51.2,55.3,56.1,52.7,Stable,<1hr,50-70%,Often,Mathematics,Good,Yes,0,Poor,54.1,7.0,Too many assignments and heavy workload,Online learning platform and e-library,Pass,Low,Low,1,1.9,Fair (65-75%),Below Avg (50-59),1,52.4,33.75,54.0,31.7,61.02,27.26,53.9,48.5,38.37,1,1,1
STU_0242,Female,16-18,SS2,Day Student,No,Middle,Both Parents,Primary,High,Sometimes,Poor,1,No,Good,Yes,Very Unreliable,12.2,64,Private Car,Moderate,Paid,3,No,Moderate,5.9,Concerning,Low,Low,Good,Satisfied,66.7,Moderate,No Activity,Weekly,Never,Visual,54.5,65.3,70.4,63.6,63.4,48.1,62.4,79.5,62.3,63.1,Stable,1-2hrs,71-90%,Often,Mathematics,Excellent,No,4,Good,68.9,8.0,Noisy home environment disrupts studying,Safe and quiet study environment at school,Pass,Low,Low,1,0.3,Fair (65-75%),Average (60-69),1,64.2,37.5,48.0,60.05,44.55,38.64,76.78,46.0,27.33,1,1,1
STU_0243,Female,10-12,JSS1,Day Student,No,Low,Both Parents,BSc/HND,Low,Sometimes,Fair,2,No,Very Poor,No,Very Unreliable,8.3,42,Motorcycle,High,Paid,3,No,Very Low,7.7,Poor,Very High,Low,Fair,Satisfied,61.5,High,3+ Activities,Never,Sometimes,Kinesthetic,33.2,36.1,33.4,35.6,34.6,26.7,29.1,19.7,32.0,26.9,Improving,<1hr,50-70%,Often,Social Studies,Poor,No,4,,0.0,0.0,Lack of past question papers,Peer mentorship and study groups,Fail,Critical,High,1,7.7,Low (50-65%),Failing (<40),0,42.15,57.5,45.75,18.36,45.07,59.0,0.0,63.63,30.63,0,4,3
STU_0244,Male,16-18,SS3,Day Student,No,Middle,Both Parents,Secondary,High,Sometimes,Excellent,2,No,Very Poor,No,Very Unreliable,9.0,53,Bus/Danfo,Moderate,Paid,2,No,High,4.1,Fair,Low,Moderate,Poor,Very Dissatisfied,74.1,Very High,2 Activities,Daily,Sometimes,Reading/Writing,59.4,70.2,71.2,60.7,65.4,46.7,85.8,66.3,67.8,66.6,Stable,3-4hrs,Above 90%,Always,Mathematics,Very Poor,Yes,2,Very Poor,67.6,7.0,Lack of past question papers,Recognition and rewards for academic improvement,Pass,Low,Low,0,-1.2,Fair (65-75%),Average (60-69),1,69.42,72.5,69.75,23.13,41.77,34.06,52.98,47.75,27.98,1,1,1
STU_0245,Male,13-15,JSS3,Day Student,No,Lower-Middle,Single Parent,BSc/HND,High,Rarely,Poor,3,No,Excellent,No,Unreliable,5.1,24,Bus/Danfo,Very High,Partial,3,No,Very Low,8.0,Good,Very Low,Low,Excellent,Very Satisfied,70.1,Very High,1 Activity,Weekly,Always,Reading/Writing,45.3,44.0,43.4,47.3,45.0,47.9,57.9,37.0,46.9,47.4,Stable,>4hrs,50-70%,Often,English,Fair,No,3,,0.0,0.0,Transport challenges cause lateness,Consistent electricity supply for night reading,Fail,Medium,Low,0,-2.4,Fair (65-75%),Poor (40-49),0,59.94,85.0,50.75,52.2,80.71,34.59,0.0,49.98,48.47,0,2,1
STU_0246,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,Primary,Very High,Always,Fair,2,Yes,No Access,No,Reliable,16.6,105,Private Car,High,Outstanding,1,No,Moderate,6.0,Concerning,Moderate,High,Excellent,Satisfied,58.1,High,3+ Activities,Weekly,Always,Kinesthetic,46.8,50.5,37.7,48.8,46.0,39.6,58.7,48.4,49.7,49.1,Stable,1-2hrs,50-70%,Often,Science,Fair,Yes,0,Very Poor,48.2,8.0,Stress from upcoming WAEC examination,Motivational guidance and career counseling,Fail,High,Medium,0,-3.1,Low (50-65%),Poor (40-49),1,49.29,85.0,75.5,30.81,55.26,25.32,46.47,54.34,54.48,0,3,2
STU_0247,Male,10-12,JSS1,Day Student,No,Middle,Both Parents,OND/NCE,Low,Sometimes,Very Poor,2,No,Excellent,No,Moderate,3.7,16,Walking,Low,Paid,3,No,Moderate,6.7,Good,High,Very High,Good,Neutral,56.9,Moderate,3+ Activities,Never,Always,Mixed,57.1,65.4,54.1,48.1,56.2,61.8,68.0,59.7,51.0,60.1,Stable,3-4hrs,71-90%,Always,Social Studies,Fair,Yes,1,,0.0,0.0,Poor health affecting concentration,Better internet access within school,Pass,Medium,Low,0,-3.9,Low (50-65%),Below Avg (50-59),0,55.23,60.0,30.25,61.42,71.93,28.01,0.0,37.94,22.78,1,2,1
STU_0248,Female,13-15,SS1,Boarding,No,Upper-Middle,Guardian/Relative,Postgraduate,Moderate,Rarely,Poor,3,No,Good,Yes,Very Unreliable,1.4,16,Motorcycle,Moderate,Paid,2,No,Moderate,6.7,Good,High,Low,Poor,Satisfied,70.7,Moderate,1 Activity,Rarely,Always,Kinesthetic,76.8,70.2,60.0,68.6,68.9,81.9,72.8,67.9,61.3,71.0,Stable,1-2hrs,Above 90%,Always,Science,Good,Yes,3,Excellent,69.3,9.0,Financial burden of buying data for online research,Consistent electricity supply for night reading,Pass,Low,Low,0,-2.1,Fair (65-75%),Average (60-69),1,65.79,57.5,45.0,66.2,51.93,34.7,86.18,43.17,34.33,1,1,1
STU_0249,Female,16-18,SS3,Day Student,No,High,Both Parents,OND/NCE,Very High,Sometimes,Fair,2,Yes,Fair,Yes,Reliable,27.6,170,Bus/Danfo,Very High,Outstanding,3,Yes,High,6.0,Fair,Moderate,Moderate,Excellent,Very Dissatisfied,65.8,Moderate,No Activity,Rarely,Often,Reading/Writing,69.8,84.1,62.8,73.5,72.6,71.4,93.4,55.2,75.3,73.8,Stable,3-4hrs,50-70%,Rarely,Science,Fair,No,1,Excellent,100.0,9.0,Noisy home environment disrupts studying,Extra tutoring in mathematics and science,Pass,Medium,Medium,0,-1.2,Fair (65-75%),Good (70-79),1,59.19,38.75,69.0,72.59,51.35,31.06,100.0,53.07,66.25,1,2,2
STU_0250,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,Very Low,Often,Excellent,1,No,Good,No,Moderate,6.1,42,Private Car,No Stress,Paid,3,Yes,High,4.6,Good,High,Moderate,Good,Satisfied,64.4,High,1 Activity,Never,Always,Mixed,59.7,56.3,53.5,57.1,56.6,62.5,57.2,54.4,51.0,56.3,Stable,<1hr,50-70%,Always,Science,Fair,Yes,0,,0.0,0.0,Low confidence in science subjects,Counseling services for stress management,Pass,High,Medium,1,0.3,Low (50-65%),Below Avg (50-59),0,42.58,60.0,52.75,54.61,51.18,28.64,0.0,62.06,48.6,1,3,2
STU_0251,Male,10-12,JSS2,Boarding,No,Lower-Middle,Guardian/Relative,OND/NCE,Low,Never,Poor,0,No,Good,No,Moderate,36.2,180,Bus/Danfo,High,Partial,2,No,Low,7.7,Good,High,Moderate,Fair,Neutral,56.9,High,1 Activity,Daily,Rarely,Reading/Writing,42.2,43.8,51.4,38.5,44.0,49.3,38.0,40.0,35.6,40.7,Stable,>4hrs,Below 50%,Sometimes,Social Studies,Good,Yes,1,,0.0,0.0,Long distance to school is exhausting,More frequent parent-teacher engagement,Fail,High,Medium,1,3.3,Low (50-65%),Poor (40-49),0,46.96,58.75,24.0,41.94,67.82,30.8,0.0,55.6,51.28,0,3,2
STU_0252,Male,13-15,SS2,Boarding,No,Lower-Middle,Single Parent,Postgraduate,Very High,Sometimes,Very Poor,2,No,Poor,Yes,Unreliable,30.1,180,Bus/Danfo,Moderate,Partial,2,No,Low,8.9,Poor,High,Moderate,Good,Neutral,64.0,Moderate,1 Activity,Never,Sometimes,Reading/Writing,51.9,54.4,40.3,59.9,51.6,60.0,69.3,32.6,57.2,54.8,Stable,<1hr,50-70%,Often,Science,Poor,No,2,Fair,56.9,8.0,Financial pressure from school fees,More frequent parent-teacher engagement,Pass,Low,Medium,0,-3.2,Low (50-65%),Below Avg (50-59),1,48.73,37.5,62.5,45.75,50.89,31.28,64.38,49.46,38.5,1,1,2
STU_0253,Female,13-15,SS2,Day Student,No,Lower-Middle,Both Parents,Postgraduate,Moderate,Sometimes,Poor,1,No,Good,No,Reliable,17.5,99,Bus/Danfo,Low,Partial,2,Yes,Very High,5.8,Good,Moderate,High,Very Poor,Satisfied,66.3,Moderate,3+ Activities,Rarely,Often,Visual,69.4,59.1,66.3,58.9,63.4,53.8,63.1,67.2,61.8,61.5,Stable,3-4hrs,Above 90%,Always,Social Studies,Very Poor,No,0,Good,45.7,8.0,Lack of textbooks and study materials,Access to more textbooks and materials,Pass,Medium,Low,1,1.9,Fair (65-75%),Average (60-69),1,66.77,61.25,51.25,54.51,47.0,29.26,66.34,39.51,38.62,1,2,1
STU_0254,Male,10-12,JSS1,Day Student,No,Lower-Middle,Single Parent,Secondary,Very High,Rarely,Very Poor,2,No,Good,No,Unreliable,15.4,91,Boarding,Moderate,Paid,2,No,Moderate,7.5,Concerning,High,High,Excellent,Dissatisfied,62.9,Moderate,No Activity,Weekly,Always,Visual,54.5,44.6,37.4,53.5,47.5,59.4,54.8,39.0,48.7,50.5,Stable,<1hr,71-90%,Often,Science,Very Poor,No,0,,0.0,0.0,No quiet place to study at home,Access to more textbooks and materials,Fail,Medium,Low,0,-3.0,Low (50-65%),Poor (40-49),0,53.68,57.5,47.25,42.72,56.48,25.36,0.0,48.5,32.27,0,2,1
STU_0255,Male,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,Secondary,Low,Often,Poor,4,No,Poor,Yes,Very Unreliable,1.1,5,Motorcycle,Moderate,Outstanding,3,No,Low,8.8,Good,Very High,High,Excellent,Dissatisfied,64.6,High,2 Activities,Never,Often,Visual,20.0,49.2,34.7,43.0,36.7,23.4,61.9,37.5,40.2,40.8,Stable,<1hr,Below 50%,Always,Mathematics,Good,No,1,,0.0,0.0,Too many assignments and heavy workload,Better internet access within school,Fail,High,Medium,0,-4.1,Low (50-65%),Failing (<40),0,28.99,53.75,39.75,49.3,78.18,27.93,0.0,50.37,43.35,0,3,2
STU_0256,Female,13-15,JSS3,Day Student,Yes,Upper-Middle,Single Parent,BSc/HND,Moderate,Sometimes,Fair,3,No,Very Poor,Yes,Unreliable,8.8,49,Bus/Danfo,No Stress,Paid,3,No,Moderate,6.7,Good,Very High,High,Fair,Satisfied,61.2,Very Low,3+ Activities,Monthly,Rarely,Reading/Writing,55.2,59.2,55.8,61.0,57.8,57.3,46.8,51.2,62.9,54.6,Stable,3-4hrs,50-70%,Often,Mathematics,Good,No,4,,0.0,0.0,Financial pressure from school fees,Better internet access within school,Pass,High,Low,1,3.2,Low (50-65%),Below Avg (50-59),0,58.2,38.75,54.5,51.95,62.43,41.76,0.0,54.73,46.7,1,3,1
