student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk
STU_0514,Female,16-18,SS3,Day Student,Yes,Middle,Single Parent,Secondary,Moderate,Sometimes,Excellent,3,No,Fair,Yes,Moderate,9.8,61,Bus/Danfo,Low,Paid,3,No,Very High,4.6,Good,Moderate,High,Excellent,Very Dissatisfied,73.3,Very Low,2 Activities,Rarely,Sometimes,Reading/Writing,72.2,63.6,67.7,63.3,66.7,66.0,66.0,61.4,75.5,67.2,Stable,>4hrs,50-70%,Often,Social Studies,Poor,No,1,Excellent,61.6,8.0,Poor internet connection at home,Better internet access within school,Pass,Medium,Low
STU_0515,Male,16-18,SS3,Boarding,No,Upper-Middle,Both Parents,Postgraduate,High,Never,Poor,2,No,Poor,Yes,Moderate,40.9,180,Bus/Danfo,No Stress,Paid,3,No,Very High,5.8,Good,Moderate,Moderate,Fair,Neutral,66.3,Low,1 Activity,Monthly,Always,Kinesthetic,56.1,64.6,44.5,72.9,59.5,50.8,68.1,53.9,66.4,59.8,Stable,1-2hrs,71-90%,Always,Science,Poor,No,1,Fair,59.6,8.0,Peer pressure and social distractions,Counseling services for stress management,Pass,Medium,Low
STU_0516,Male,16-18,SS3,Boarding,No,Low,Single Parent,OND/NCE,Low,Often,Poor,2,Yes,Very Poor,No,Unreliable,4.1,22,Motorcycle,Very High,Paid,1,Yes,High,4.5,Concerning,Low,Low,Good,Neutral,80.3,Moderate,No Activity,Monthly,Sometimes,Kinesthetic,40.8,41.4,39.9,55.3,44.3,38.6,37.3,38.4,56.9,42.8,Stable,<1hr,50-70%,Rarely,Science,Excellent,No,1,Good,44.5,9.0,Financial pressure from school fees,Better equipped computer laboratory,Fail,Critical,Medium
STU_0517,Male,13-15,JSS2,Day Student,No,Middle,Single Parent,BSc/HND,Moderate,Never,Good,2,No,Excellent,No,Unreliable,8.4,58,Bus/Danfo,Moderate,Paid,3,No,Low,8.3,Concerning,Low,Moderate,Good,Neutral,63.2,Low,2 Activities,Never,Often,Visual,47.3,62.6,87.1,64.9,65.5,50.0,53.7,92.9,61.6,64.6,Stable,1-2hrs,71-90%,Often,Mathematics,Fair,Yes,2,,,,Noisy home environment disrupts studying,Flexible tuition payment plans,Pass,Low,Low
STU_0518,Female,10-12,JSS1,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Very High,Always,Good,2,No,Fair,Yes,Reliable,9.6,66,Bus/Danfo,No Stress,Paid,3,No,Moderate,6.1,Good,High,Moderate,Good,Dissatisfied,63.5,Very Low,1 Activity,Rarely,Often,Reading/Writing,71.1,74.0,42.5,71.0,64.6,71.8,76.2,38.9,60.1,61.8,Stable,1-2hrs,50-70%,Sometimes,Science,Good,Yes,0,,,,Working part-time limits study time,Recognition and rewards for academic improvement,Pass,Low,Low
STU_0519,Female,16-18,SS3,Boarding,No,Low,Orphan/Ward,OND/NCE,Very High,Never,Excellent,3,No,Fair,Yes,Very Unreliable,5.0,27,Motorcycle,High,Partial,1,Yes,Very High,4.7,Good,Moderate,High,Fair,Satisfied,72.9,Very Low,No Activity,Rarely,Sometimes,Mixed,67.6,66.0,62.2,73.1,67.2,69.0,67.1,65.5,63.9,66.4,Stable,3-4hrs,Below 50%,Rarely,Science,Fair,No,2,Fair,60.7,9.0,Difficulty understanding some teachers,Access to more textbooks and materials,Pass,High,High
STU_0520,Male,13-15,SS1,Day Student,No,Low,Single Parent,Secondary,Very High,Sometimes,Poor,1,No,Poor,No,Unreliable,13.1,81,Motorcycle,High,Partial,1,Yes,Moderate,7.1,Concerning,High,High,Good,Dissatisfied,70.4,Moderate,2 Activities,Never,Always,Kinesthetic,71.1,51.9,55.4,45.7,56.0,69.5,55.1,44.5,49.4,54.6,Stable,3-4hrs,Below 50%,Sometimes,Social Studies,Fair,No,2,Excellent,49.4,8.0,Financial burden of buying data for online research,Reduction in homework load,Pass,Medium,Low
STU_0521,Female,13-15,JSS3,Day Student,Yes,Lower-Middle,Both Parents,BSc/HND,Very High,Often,Very Poor,1,No,Very Poor,Yes,Very Unreliable,2.2,10,Motorcycle,Low,Paid,2,No,High,6.0,Good,Very High,Moderate,Poor,Very Satisfied,79.7,Moderate,2 Activities,Never,Rarely,Reading/Writing,36.7,49.8,43.0,48.0,44.4,30.8,57.8,27.6,37.7,38.5,Improving,<1hr,Below 50%,Sometimes,Mathematics,Very Poor,No,2,,,,Financial burden of buying data for online research,Access to more textbooks and materials,Fail,Medium,Low
STU_0522,Male,13-15,SS2,Day Student,No,Upper-Middle,Both Parents,Secondary,Low,Sometimes,Fair,4,No,Fair,Yes,Very Unreliable,2.3,12,Walking,High,Outstanding,2,Yes,High,5.7,Concerning,High,Moderate,Good,Very Satisfied,72.0,High,No Activity,Never,Sometimes,Visual,53.6,57.7,46.0,51.8,52.3,51.5,57.5,44.6,44.4,49.5,Stable,<1hr,71-90%,Rarely,Science,Poor,No,1,Very Poor,40.2,9.0,Lack of past question papers,Online learning platform and e-library,Pass,High,Medium
STU_0523,Female,10-12,JSS2,Day Student,No,Middle,Both Parents,Secondary,Low,Rarely,Fair,3,Yes,Fair,No,Unreliable,2.4,11,Bus/Danfo,Moderate,Paid,2,No,High,6.3,Poor,Moderate,High,Excellent,Neutral,71.5,Low,3+ Activities,Daily,Rarely,Visual,60.4,71.3,79.5,72.4,70.9,54.6,70.4,79.4,77.3,70.4,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Good,Yes,5,,,,Too many assignments and heavy workload,Flexible tuition payment plans,Pass,Medium,Low
STU_0524,Female,13-15,SS1,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Often,Fair,2,No,Excellent,No,Very Unreliable,14.3,77,Private Car,Low,Paid,2,Yes,Very High,4.4,Good,High,Very High,Poor,Very Dissatisfied,72.1,Moderate,1 Activity,Weekly,Always,Auditory,59.8,83.8,71.7,73.8,72.3,38.6,87.1,71.0,78.0,68.7,Stable,3-4hrs,50-70%,Often,Mathematics,Poor,Yes,0,Good,70.8,7.0,Poor health affecting concentration,Access to more textbooks and materials,Pass,Medium,Low
STU_0525,Female,13-15,SS1,Boarding,No,Low,Single Parent,Secondary,Moderate,Often,Fair,2,No,Poor,No,Unreliable,3.1,19,Motorcycle,High,Outstanding,2,No,Moderate,6.0,Concerning,Low,Very High,Poor,Satisfied,80.2,Moderate,3+ Activities,Daily,Rarely,Auditory,57.4,58.9,28.7,55.6,50.2,57.3,51.8,26.7,56.0,47.9,Stable,<1hr,Below 50%,Rarely,English,Poor,No,0,Fair,61.5,8.0,Noisy home environment disrupts studying,Access to more textbooks and materials,Pass,Medium,Medium
STU_0526,Male,13-15,JSS3,Day Student,No,Low,Both Parents,Secondary,Very High,Always,Poor,2,No,Poor,No,Reliable,1.2,8,Walking,Very High,Partial,3,No,Very Low,7.2,Fair,High,High,Good,Satisfied,65.5,Low,No Activity,Never,Never,Reading/Writing,37.4,47.6,45.0,61.7,47.9,35.6,47.9,42.2,54.6,45.1,Stable,1-2hrs,71-90%,Sometimes,English,Excellent,No,0,,,,Family responsibilities reduce study time,Counseling services for stress management,Fail,Medium,Low
STU_0527,Male,13-15,SS1,Day Student,No,Upper-Middle,Single Parent,BSc/HND,High,Sometimes,Fair,2,No,Good,Yes,Very Unreliable,18.6,108,Boarding,Low,Paid,3,Yes,Very High,4.8,Concerning,Moderate,Very Low,Very Poor,Very Satisfied,72.1,Moderate,1 Activity,Monthly,Never,Visual,64.7,59.9,59.6,74.2,64.6,73.4,59.2,64.3,67.1,66.0,Stable,>4hrs,50-70%,Rarely,Science,Good,No,0,Poor,74.8,8.0,Mental fatigue from combined school and home demands,Access to more textbooks and materials,Pass,Low,Low
STU_0528,Male,16-18,SS3,Day Student,No,Low,Single Parent,OND/NCE,High,Sometimes,Fair,2,No,Fair,No,Reliable,1.2,12,Walking,Moderate,Partial,2,No,Moderate,6.2,Fair,High,Very Low,Fair,Very Dissatisfied,68.6,Moderate,1 Activity,Never,Sometimes,Visual,37.0,64.1,44.5,57.5,50.8,41.8,70.2,57.0,49.6,54.6,Stable,<1hr,50-70%,Always,Science,Very Poor,No,3,Poor,50.5,9.0,Transport challenges cause lateness,Peer mentorship and study groups,Pass,Low,Low
STU_0529,Male,16-18,SS3,Day Student,No,Middle,Single Parent,BSc/HND,Low,Sometimes,Fair,2,No,Good,Yes,Moderate,14.1,82,Bus/Danfo,Moderate,Paid,3,No,High,5.7,Good,High,Moderate,Fair,Satisfied,64.5,Very High,3+ Activities,Never,Sometimes,Mixed,68.5,79.1,70.4,79.9,74.5,71.8,75.9,88.5,79.1,78.8,Stable,>4hrs,Below 50%,Rarely,Mathematics,Good,No,1,Good,92.3,7.0,No quiet place to study at home,Extra tutoring in mathematics and science,Pass,Medium,Low
STU_0530,Female,13-15,SS2,Day Student,No,Upper-Middle,Single Parent,BSc/HND,Very High,Rarely,Fair,3,No,Excellent,No,Unreliable,12.8,73,Private Car,No Stress,Paid,1,No,High,4.7,Concerning,Moderate,High,Good,Satisfied,67.0,Moderate,1 Activity,Monthly,Never,Auditory,68.2,73.7,81.6,69.2,73.2,61.2,74.3,89.3,73.0,74.4,Stable,1-2hrs,50-70%,Sometimes,English,Fair,Yes,0,Good,72.7,8.0,I find mathematics very difficult,Better internet access within school,Pass,Low,Low
STU_0531,Female,16-18,SS2,Boarding,No,Lower-Middle,Both Parents,BSc/HND,Very High,Often,Fair,3,No,Good,Yes,Moderate,24.7,150,Private Car,High,Outstanding,2,No,Moderate,6.1,Good,High,Moderate,Fair,Dissatisfied,77.2,High,No Activity,Monthly,Rarely,Reading/Writing,52.2,62.3,53.9,56.4,56.2,59.3,61.2,37.9,53.9,53.1,Stable,>4hrs,50-70%,Rarely,Mathematics,Fair,No,1,Very Poor,52.8,8.0,Low confidence in science subjects,After-school remedial classes,Pass,Low,Medium
STU_0532,Female,10-12,JSS3,Boarding,Yes,Middle,Both Parents,BSc/HND,Low,Rarely,Poor,3,No,Fair,No,Unreliable,19.1,106,Bus/Danfo,Low,Paid,2,No,Moderate,6.6,Poor,Low,High,Good,Dissatisfied,69.7,High,2 Activities,Never,Rarely,Visual,30.6,41.8,43.7,33.2,37.3,31.6,24.4,51.1,38.5,36.4,Stable,1-2hrs,50-70%,Often,Mathematics,Fair,Yes,1,,,,Working part-time limits study time,Emotional and psychological support services,Fail,High,Low
STU_0533,Female,10-12,JSS1,Day Student,No,Low,Single Parent,Secondary,Very High,Sometimes,Poor,2,Yes,Good,No,Very Unreliable,3.0,22,Walking,High,Paid,1,No,Moderate,5.9,Fair,Moderate,Very High,Good,Satisfied,66.4,High,No Activity,Rarely,Often,Reading/Writing,58.8,62.8,59.4,48.3,57.3,56.3,59.1,66.7,58.0,60.0,Stable,3-4hrs,71-90%,Always,English,Poor,No,4,,,,Poor health affecting concentration,Counseling services for stress management,Pass,Medium,Low
STU_0534,Female,10-12,JSS3,Boarding,No,Middle,Both Parents,OND/NCE,Moderate,Sometimes,Fair,2,Yes,Fair,Yes,Reliable,8.1,46,Private Car,No Stress,Paid,2,No,High,4.9,Good,Moderate,Very Low,Good,Neutral,71.5,High,3+ Activities,Never,Sometimes,Auditory,55.0,65.4,69.7,61.1,62.8,49.5,65.3,69.0,63.4,61.8,Stable,<1hr,71-90%,Always,Mathematics,Excellent,Yes,1,,,,No quiet place to study at home,Recognition and rewards for academic improvement,Pass,Low,Low
STU_0535,Female,13-15,SS1,Boarding,No,Low,Both Parents,OND/NCE,Low,Often,Very Poor,2,No,Very Poor,No,Moderate,44.6,180,Bus/Danfo,Very High,Paid,1,No,Very Low,6.6,Good,Moderate,Very High,Excellent,Very Satisfied,67.8,Low,No Activity,Rarely,Often,Visual,34.8,39.9,40.2,43.9,39.7,30.2,33.7,46.7,36.4,36.8,Stable,<1hr,Below 50%,Rarely,Mathematics,Poor,No,1,Fair,19.9,7.0,Long distance to school is exhausting,Motivational guidance and career counseling,Fail,Critical,Medium
STU_0536,Female,16-18,SS3,Boarding,No,Middle,Guardian/Relative,OND/NCE,High,Always,Fair,3,No,Poor,Yes,Reliable,6.5,45,Bus/Danfo,Moderate,Partial,2,No,High,6.4,Concerning,Moderate,Moderate,Good,Very Satisfied,79.2,Moderate,1 Activity,Monthly,Never,Mixed,62.3,62.7,49.7,58.3,58.2,60.5,61.8,52.2,58.8,58.3,Stable,>4hrs,50-70%,Always,Science,Poor,No,1,Fair,60.2,8.0,Too many assignments and heavy workload,Better equipped computer laboratory,Pass,Low,Low
STU_0537,Female,13-15,JSS3,Day Student,No,Lower-Middle,Single Parent,Postgraduate,High,Sometimes,Good,2,No,Very Poor,No,Reliable,5.5,36,Bus/Danfo,Very High,Outstanding,2,No,Very Low,7.3,Good,Moderate,Very Low,Fair,Satisfied,66.5,Moderate,2 Activities,Rarely,Always,Reading/Writing,38.9,40.6,36.9,31.3,36.9,31.7,50.0,36.8,39.4,39.5,Stable,>4hrs,50-70%,Sometimes,Social Studies,Fair,No,0,,,,Family responsibilities reduce study time,Access to more textbooks and materials,Fail,High,Medium
STU_0538,Male,10-12,JSS1,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Low,Sometimes,Poor,4,No,Very Poor,No,Very Unreliable,19.1,110,Boarding,Moderate,Outstanding,2,No,Low,8.6,Concerning,Moderate,Very High,Fair,Satisfied,62.1,Moderate,1 Activity,Monthly,Sometimes,Reading/Writing,57.1,45.7,46.6,60.1,52.4,57.4,52.4,48.4,56.3,53.6,Stable,1-2hrs,50-70%,Sometimes,English,Poor,Yes,2,,,,Peer pressure and social distractions,Consistent electricity supply for night reading,Pass,High,Medium
STU_0539,Male,10-12,JSS2,Day Student,No,Middle,Single Parent,Secondary,Moderate,Often,Very Poor,3,No,Poor,No,Unreliable,3.7,15,Motorcycle,High,Outstanding,3,No,Very Low,7.8,Good,High,Very High,Good,Dissatisfied,70.5,Low,2 Activities,Monthly,Often,Visual,38.5,55.9,40.5,66.1,50.2,37.3,42.8,36.6,62.2,44.7,Improving,1-2hrs,Below 50%,Sometimes,Mathematics,Fair,No,5,,,,Working part-time limits study time,Online learning platform and e-library,Pass,Medium,Medium
STU_0540,Male,13-15,JSS3,Day Student,No,Low,Single Parent,Unknown,Very High,Sometimes,Excellent,5,No,No Access,Yes,Very Unreliable,2.1,5,Walking,Moderate,Partial,2,No,Very Low,7.1,Fair,Moderate,High,Excellent,Very Satisfied,68.5,Moderate,1 Activity,Rarely,Often,Reading/Writing,54.9,71.4,61.1,61.1,62.1,59.7,76.7,48.2,67.9,63.1,Stable,<1hr,Below 50%,Sometimes,Mathematics,Very Poor,No,1,,,,Financial burden of buying data for online research,Better internet access within school,Pass,Low,Low
STU_0541,Female,16-18,SS3,Day Student,No,Middle,Both Parents,Secondary,High,Never,Poor,3,No,Excellent,No,Reliable,4.3,31,Motorcycle,No Stress,Paid,2,Yes,Very High,4.5,Concerning,Very Low,High,Good,Neutral,60.9,High,1 Activity,Rarely,Always,Reading/Writing,72.5,69.1,76.0,86.4,76.0,71.5,73.0,62.9,77.8,71.3,Stable,>4hrs,71-90%,Often,English,Good,No,3,Fair,67.0,8.0,Low confidence in science subjects,After-school remedial classes,Pass,Medium,Medium
STU_0542,Female,13-15,JSS3,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Never,Very Poor,6,Yes,Excellent,No,Reliable,0.8,5,Walking,High,Outstanding,3,No,Very Low,8.2,Good,Very Low,Very High,Fair,Satisfied,70.5,Moderate,1 Activity,Rarely,Often,Auditory,54.4,56.6,58.5,53.9,55.8,41.7,55.9,64.9,55.1,54.4,Stable,>4hrs,71-90%,Often,Social Studies,Poor,No,0,,,,I find mathematics very difficult,Better equipped computer laboratory,Pass,Medium,Medium
STU_0543,Male,10-12,JSS1,Boarding,No,Middle,Guardian/Relative,Secondary,Low,Never,Poor,3,No,Fair,Yes,Moderate,35.8,180,Bus/Danfo,High,Outstanding,3,No,Moderate,7.4,Good,Moderate,Moderate,Excellent,Very Satisfied,71.6,Moderate,No Activity,Rarely,Sometimes,Reading/Writing,44.3,54.3,59.0,53.2,52.7,42.1,37.9,51.8,49.5,45.3,Improving,<1hr,71-90%,Always,Mathematics,Excellent,No,2,,,,I find mathematics very difficult,Counseling services for stress management,Pass,High,Medium
STU_0544,Female,16-18,SS3,Boarding,No,Low,Both Parents,OND/NCE,Low,Sometimes,Good,6,Yes,Good,No,Very Unreliable,6.0,35,Bus/Danfo,Moderate,Paid,1,No,High,4.5,Poor,High,High,Good,Very Dissatisfied,86.0,High,1 Activity,Weekly,Rarely,Auditory,57.9,71.5,74.0,67.7,67.8,50.0,77.0,63.3,65.1,63.8,Stable,1-2hrs,50-70%,Sometimes,Social Studies,Poor,No,0,Fair,82.3,9.0,Too many assignments and heavy workload,Better equipped computer laboratory,Pass,Medium,Low
STU_0545,Female,13-15,JSS3,Boarding,No,Middle,Both Parents,Postgraduate,Moderate,Often,Poor,1,No,Poor,No,Very Unreliable,41.7,180,Bus/Danfo,Moderate,Partial,2,No,Moderate,5.7,Fair,Very Low,Moderate,Poor,Satisfied,65.2,Very Low,1 Activity,Never,Never,Reading/Writing,46.2,61.0,31.4,48.1,46.7,42.0,58.0,20.6,58.3,44.7,Stable,>4hrs,50-70%,Often,Science,Very Poor,Yes,4,,,,Family responsibilities reduce study time,Recognition and rewards for academic improvement,Fail,Medium,Low
STU_0546,Male,13-15,SS1,Day Student,Yes,Low,Both Parents,BSc/HND,Moderate,Rarely,Fair,1,No,Good,No,Reliable,19.9,123,Bus/Danfo,High,Partial,2,No,Moderate,6.3,Concerning,Moderate,Moderate,Good,Satisfied,73.7,Low,1 Activity,Weekly,Always,Kinesthetic,35.6,51.2,62.9,60.8,52.6,29.0,52.7,59.6,57.9,49.8,Stable,<1hr,Below 50%,Sometimes,Social Studies,Poor,Yes,3,Fair,40.2,8.0,Lack of textbooks and study materials,Online learning platform and e-library,Pass,High,Low
STU_0547,Male,10-12,JSS3,Boarding,No,Lower-Middle,Single Parent,Secondary,Low,Sometimes,Fair,3,No,Fair,Yes,Reliable,2.5,17,Motorcycle,High,Outstanding,3,No,Low,7.5,Concerning,Very High,High,Fair,Dissatisfied,76.2,Very High,3+ Activities,Rarely,Sometimes,Visual,65.7,70.6,68.2,66.6,67.8,80.3,63.8,78.8,67.3,72.6,Stable,>4hrs,71-90%,Sometimes,Science,Fair,No,4,,,,Family responsibilities reduce study time,Access to more textbooks and materials,Pass,Medium,Medium
STU_0548,Female,13-15,SS1,Day Student,No,Lower-Middle,Both Parents,OND/NCE,Low,Always,Very Poor,6,No,Very Poor,No,Very Unreliable,3.3,22,Motorcycle,High,Outstanding,2,No,Low,8.5,Fair,Very Low,High,Good,Very Dissatisfied,63.1,High,No Activity,Weekly,Often,Reading/Writing,29.7,54.0,48.7,39.8,43.0,27.3,48.8,47.7,46.0,42.4,Stable,<1hr,Below 50%,Rarely,Science,Good,No,2,Poor,55.9,8.0,Family responsibilities reduce study time,Online learning platform and e-library,Fail,Critical,High
STU_0549,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,BSc/HND,High,Often,Poor,2,Yes,Very Poor,Yes,Very Unreliable,34.4,180,School Bus,High,Partial,2,No,Very Low,7.7,Concerning,Low,Moderate,Fair,Satisfied,62.5,High,3+ Activities,Weekly,Sometimes,Reading/Writing,47.0,51.8,38.5,51.3,47.2,52.0,58.4,28.5,43.6,45.6,Stable,<1hr,71-90%,Rarely,Science,Fair,No,2,,,,Poor health affecting concentration,Flexible tuition payment plans,Fail,High,Medium
STU_0550,Female,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,BSc/HND,Moderate,Sometimes,Good,1,No,Poor,No,Unreliable,8.9,54,Bus/Danfo,Moderate,Outstanding,2,No,Very High,4.2,Fair,Very High,Moderate,Poor,Satisfied,79.8,Moderate,3+ Activities,Weekly,Always,Visual,65.7,78.7,65.9,60.4,67.7,63.6,90.1,76.3,65.4,73.8,Declining,1-2hrs,71-90%,Rarely,Social Studies,Good,Yes,0,Good,69.7,8.0,Stress from upcoming WAEC examination,Extra tutoring in mathematics and science,Pass,Medium,Medium
STU_0551,Female,16-18,SS3,Day Student,No,Upper-Middle,Orphan/Ward,Postgraduate,Very High,Rarely,Fair,3,No,Very Poor,No,Very Unreliable,0.7,5,Walking,Low,Paid,3,Yes,Very High,6.3,Fair,Very Low,Very High,Good,Neutral,67.6,Low,2 Activities,Monthly,Often,Mixed,65.0,72.3,57.7,64.3,64.8,63.4,69.3,60.0,61.6,63.6,Stable,3-4hrs,50-70%,Often,English,Fair,No,0,Very Poor,53.3,8.0,Working part-time limits study time,More teacher support outside class hours,Pass,Medium,Medium
STU_0552,Female,10-12,JSS1,Day Student,No,Upper-Middle,Both Parents,Postgraduate,Moderate,Rarely,Very Poor,3,Yes,Fair,Yes,Reliable,7.5,44,Bus/Danfo,No Stress,Paid,3,No,High,4.9,Good,High,Moderate,Excellent,Very Satisfied,70.1,Very High,No Activity,Rarely,Rarely,Auditory,58.3,56.2,67.5,78.4,65.1,55.0,66.8,65.1,70.7,64.4,Stable,1-2hrs,Above 90%,Sometimes,English,Poor,Yes,3,,,,Low confidence in science subjects,Improved school library with digital resources,Pass,Low,Low
STU_0553,Female,13-15,SS2,Boarding,No,Low,Single Parent,OND/NCE,Moderate,Never,Poor,2,No,No Access,No,Unreliable,0.6,7,Walking,Very High,Partial,2,Yes,Moderate,6.8,Poor,Moderate,Very High,Fair,Neutral,85.4,Very High,2 Activities,Monthly,Often,Reading/Writing,45.4,50.8,54.8,61.7,53.2,40.5,47.8,58.2,58.7,51.3,Stable,<1hr,50-70%,Rarely,Mathematics,Poor,Yes,2,Excellent,36.6,8.0,Stress from upcoming WAEC examination,More frequent parent-teacher engagement,Pass,Medium,Medium
STU_0554,Female,13-15,SS2,Day Student,No,Middle,Guardian/Relative,BSc/HND,Very Low,Rarely,Fair,3,No,Poor,No,Moderate,4.0,25,Motorcycle,Moderate,Paid,2,No,Moderate,6.8,Concerning,Low,Very High,Fair,Satisfied,67.6,High,No Activity,Never,Sometimes,Reading/Writing,39.7,72.9,64.3,60.6,59.4,35.0,69.8,64.4,61.0,57.6,Stable,3-4hrs,50-70%,Sometimes,Mathematics,Fair,Yes,1,Poor,63.1,8.0,No quiet place to study at home,Counseling services for stress management,Pass,Medium,Low
STU_0555,Female,13-15,JSS3,Boarding,No,Low,Both Parents,Primary,Moderate,Rarely,Good,6,No,Very Poor,No,Unreliable,11.8,66,Bus/Danfo,Very High,Partial,1,No,Very Low,6.6,Good,Very Low,High,Good,Dissatisfied,73.7,Moderate,1 Activity,Weekly,Often,Auditory,33.5,49.1,24.2,47.1,38.5,36.1,39.2,19.2,48.5,35.8,Stable,1-2hrs,Below 50%,Sometimes,Science,Excellent,No,3,,,,Noisy home environment disrupts studying,Recognition and rewards for academic improvement,Fail,Critical,Low
STU_0556,Male,13-15,SS1,Day Student,No,Lower-Middle,Orphan/Ward,OND/NCE,Very Low,Sometimes,Poor,5,No,Excellent,No,Unreliable,8.2,51,Bus/Danfo,No Stress,Paid,1,No,Very High,4.0,Fair,Moderate,Very Low,Excellent,Very Dissatisfied,66.5,Moderate,3+ Activities,Weekly,Always,Reading/Writing,49.5,45.3,36.8,67.9,49.9,49.1,48.8,33.0,63.4,48.6,Stable,3-4hrs,Above 90%,Often,Science,Fair,No,3,Poor,40.7,8.0,Financial burden of buying data for online research,After-school remedial classes,Fail,High,Medium
STU_0557,Male,10-12,JSS1,Day Student,No,Middle,Guardian/Relative,OND/NCE,Very High,Never,Fair,2,No,Poor,Yes,Unreliable,2.8,18,Walking,Moderate,Paid,3,No,Low,6.7,Good,High,Moderate,Poor,Neutral,63.9,Moderate,1 Activity,Weekly,Always,Kinesthetic,68.1,65.0,56.6,61.0,62.7,77.4,63.6,47.9,59.7,62.2,Stable,3-4hrs,50-70%,Sometimes,Science,Good,No,4,,,,Mental fatigue from combined school and home demands,Counseling services for stress management,Pass,Low,Low
STU_0558,Male,13-15,SS2,Day Student,No,Middle,Guardian/Relative,OND/NCE,High,Rarely,Poor,2,No,Poor,No,Moderate,8.2,52,Motorcycle,High,Outstanding,2,No,Moderate,7.4,Fair,Low,Moderate,Excellent,Satisfied,75.0,Moderate,2 Activities,Rarely,Rarely,Kinesthetic,68.4,68.2,70.6,72.7,70.0,66.9,67.2,67.3,64.3,66.4,Stable,<1hr,50-70%,Sometimes,English,Very Poor,No,1,Good,50.3,8.0,No quiet place to study at home,More teacher support outside class hours,Pass,Low,Medium
STU_0559,Female,16-18,SS2,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Rarely,Poor,2,No,Good,Yes,Moderate,7.4,43,Bus/Danfo,Moderate,Paid,3,No,Low,8.5,Poor,High,High,Excellent,Satisfied,66.9,Moderate,1 Activity,Monthly,Never,Reading/Writing,49.9,64.2,51.7,59.4,56.3,48.0,61.5,58.2,55.2,55.7,Stable,<1hr,50-70%,Sometimes,Mathematics,Good,Yes,1,Good,76.1,9.0,Peer pressure and social distractions,Online learning platform and e-library,Pass,Low,Low
STU_0560,Female,16-18,SS3,Day Student,No,Lower-Middle,Single Parent,Secondary,Very Low,Sometimes,Very Poor,2,No,Good,Yes,Unreliable,1.1,10,Motorcycle,Very High,Paid,2,No,Low,6.8,Good,Moderate,Moderate,Good,Neutral,70.2,High,1 Activity,Never,Often,Reading/Writing,46.5,62.3,44.8,41.4,48.8,46.8,55.4,51.1,33.2,46.6,Stable,3-4hrs,50-70%,Always,Social Studies,Fair,No,5,Good,57.5,8.0,Too many assignments and heavy workload,Safe and quiet study environment at school,Fail,High,Medium
STU_0561,Female,16-18,SS3,Day Student,Yes,Lower-Middle,Single Parent,Primary,Moderate,Sometimes,Good,1,No,Poor,No,Unreliable,3.4,20,Motorcycle,Very High,Partial,2,Yes,High,5.5,Poor,Moderate,High,Poor,Neutral,81.2,High,1 Activity,Monthly,Often,Kinesthetic,58.2,64.5,54.5,53.5,57.7,62.4,68.9,53.3,53.0,59.4,Stable,3-4hrs,50-70%,Always,Social Studies,Poor,Yes,1,Excellent,46.3,7.0,Too many assignments and heavy workload,After-school remedial classes,Pass,High,Medium
STU_0562,Male,16-18,SS3,Day Student,No,Low,Orphan/Ward,Unknown,High,Sometimes,Fair,4,No,Good,No,Very Unreliable,0.6,7,Walking,High,Outstanding,2,No,High,5.5,Good,High,High,Fair,Satisfied,71.7,Low,3+ Activities,Monthly,Rarely,Reading/Writing,54.7,54.8,50.5,47.0,51.8,55.5,54.4,49.3,42.0,50.3,Stable,3-4hrs,50-70%,Rarely,Science,Poor,No,0,Fair,33.6,7.0,Poor internet connection at home,Flexible tuition payment plans,Pass,Medium,Medium
